Rank,Word,Pronunciation,PoS,Definition
1439,mouth,/maʊθ/,noun,part of the face used for eating and talking
1376,murder,/ˈmɜr.dər/,noun,crime of deliberately killing a person
1397,museum,/mjuˈzi.əm/,noun,"building to display art, science, or history objects"
1585,narrow,/ˈnær.oʊ/,adj,long but not wide; a small distance from one side to the other compared to length
1509,necessarily,/ˌnɛs.əˈsɛər.ə.li/,adv,"in a way that is needed or required, or is unavoidable"
1222,neighbor,/ˈneɪ.bər/,noun,"person who lives, or is near, you"
1216,neither,/ˈni.ðər/,adj,not one or the other; not either; none of two things
1560,nevertheless,/ˌnɛv.ər.ðəˈlɛs/,adv,despite what has just been done or said; nonetheless
1440,noise,/nɔɪz/,noun,a loud or unpleasant sound
1424,normally,/ˈnɔr.mə.li/,adv,in the manner that is usual or ordinary
1205,north,/nɔrθ/,noun,direction to your left when facing the rising sun
1278,novel,/ˈnɑv.əl/,noun,written fiction story
1315,nurse,/nɜrs/,noun,person trained to care for sick or injured people
1402,objective,/əbˈdʒɛk.tɪv/,noun,something you decide you want to do; goal
1323,obvious,/ˈɑb.vi.əs/,adj,easily understood and clear; plain to see
1444,occasion,/əˈkeɪ.ʒən/,noun,particular time when something important or special happens
1574,odd,/ɑd/,adj,being strange or different from what is usual or expected
1404,onto,ˈɔn.tu/,prep,movement towards a position that is on something
1406,oppose,/əˈpoʊz/,verb,"to be against someone in a contest, game, or fight; to disagree"
1373,opposite,/ˈɑp.ə.zɪt/,adj,across from or on the side facing something
1477,ought,/ɑt/,aux,what is expected; should
1258,owner,/ˈoʊ.nər/,noun,person who owns or has something
1387,pack,/pæk/,verb,to put things in a suitcase to go on a trip
1319,package,/ˈpæk.ɪdʒ/,noun,box or container in which items are placed for mailing
1468,participate,/pɑrˈtɪs.əˌpeɪt/,verb,to take part with others in doing something
1295,path,/pæθ/,noun,track made with stones/by walking over the ground
1268,payment,/ˈpeɪ.mənt/,noun,amount of money that is paid for something
1589,permit,/pərˈmɪt/,verb,to allow someone to do something or for something to happen
1496,perspective,/pərˈspɛk.tɪv/,noun,"way of thinking, an attitude toward something"
1208,photo,/ˈfoʊ.toʊ/,noun,short for photograph; a picture taken by a camera
1259,plane,/pleɪn/,noun,an airplane
1283,pleasure,/ˈplɛʒ.ər/,noun,"feeling of happiness, enjoyment, or satisfaction"
1542,plenty,/ˈplɛn.ti/,pron,a large  amount of something; a lot; not too little
1256,plus,/plʌs/,prep,with; showing one amount added to another
1336,pool,/pul/,noun,large container or hole that is filled with water and used for people to swim in
1289,pop,/pɑp/,verb,to cause something to open or burst suddenly
1347,possibly,/ˈpɑs.ə.bli/,adv,"may be true or likely, but is uncertain"
1300,powerful,/ˈpaʊ.ər.fəl/,adj,having control or influence over
1598,practical,/ˈpræk.tɪ.kəl/,adj,"relating to what is sensible, real, or useful rather than with ideas or theories"
1561,predict,/prɪˈdɪkt/,verb,to guess or estimate what will or might happen
1562,previously,/ˈpri.vi.əs.li/,adv,at an earlier time
1555,principal,/ˈprɪn.sə.pəl/,adj,1. most important; main; 2.  the person in charge of a (US) public school
1462,prison,/ˈprɪz.ən/,noun,a place where people who have committed serious crimes are held
1367,proceed,/prəˈsid/,verb,to continue to do something; carry on
1292,promote,/prəˈmoʊt/,verb,to try to encourage the popularity and sales of a product
1484,proper,/ˈprɑp.ər/,adj,correct according to social or moral rules
1563,protection,/prə.tɛk.ʃən/,noun,being kept from harm
1540,provision,/prəˈvɪʒ.ən/,noun,1. supplies that are needed or wanted; something that is supplied; 2. part of a law or an agreement
1313,quiet,/ˈkwaɪ.ɪt/,adj,not loud; making very little sound
1433,quote,/kwoʊt/,verb,to use someone's exact words in your writing or speech
1232,rain,/reɪn/,noun,drops of water that fall out of clouds in the sky
1535,rank,/ræŋk/,verb,to place someone or something in higher or lower position relative to others
1231,reaction,/riˈæk.ʃən/,noun,feeling or action in response to something
1569,reasonable,/ˈri.zə.nə.bəl/,adj,fair and sensible; appropriate
1388,recall,/rɪˈkɔl/,verb,to remember events or details of the past
1534,recommendation,/ˌrɛk.ə.mɛnˈdeɪ.ʃən/,noun,suggestion about someone or something being a good choice
1215,reform,/rɪˈfɔrm/,verb,to improve society by removing abuse and injustices
1209,refuse,/rɪˈfjuz/,verb,to say that you will not accept something
1500,register,/ˈrɛdʒ.ə.stər/,verb,to record your name on an official list; sign up
1481,regulation,/ˌrɛg.jəˈleɪ.ʃən/,noun,official rule that controls how something is done
1326,relatively,/ˈrɛl.ə.tɪv.li/,adv,in a manner that measures or compares something to something else
1485,relax,/rɪˈlæks/,verb,to stop feeling nervous or worried; to rest and do something enjoyable
1504,relevant,/ˈrɛl.ə.vənt/,adj,direct related to a subject in a considerable way
1356,religious,/rɪˈlɪdʒ.əs/,adj,concerning religion or faith
1584,rely,/rɪˈlaɪ/,verb,able to depend on
1459,remind,/rɪˈmaɪnd/,verb,to make someone remember something
1566,rent,/rɛnt/,verb,to pay money for the use of something
1253,repeat,/rɪˈpit/,verb,to say something again
1471,representative,/ˌrɛp.rɪˈzɛn.tə.tɪv/,noun,typical of a particular group or thing
1204,requirement,/rɪˈkwaɪər.mənt/,noun,something that is a necessity
1539,resident,/ˈrɛz.ɪ.dənt/,noun,"A person, animal, or plant who lives in a particular place"
1351,revenue,/ˈrɛv.ənˌju/,noun,money that is made by or paid to a business
1529,root,/rut/,noun,part of a plant that grows underground
1410,route,/rut/,noun,way to get from one place to another place
1311,safety,/ˈseɪf.ti/,noun,state of being free from harm or danger
1240,schedule,/ˈskɛdʒ.ul/,verb,to arrange a time to do something with others
1267,scheme,/skim/,noun,often dishonest plan to get or do something
1409,scientist,/ˈsaɪ.ən.tɪst/,noun,"a person who is trained to gain knowledge by making predictions, testing them, and developing theories"
1276,secret,/ˈsi.krɪt/,adj,something that you don't want others to know; private
1523,secure,/sɪˈkjʊər/,verb,"to protect something from danger or harm, keep things safe"
1207,senior,/ˈsin.jər/,adj,having higher status or authority than another person
1590,seriously,/ˈsɪər.i.əs.li/,adv,in a serious way; in a way that shows something is important
1558,session,/ˈsɛʃ.ən/,noun,period of time for doing a particular activity
1303,settle,/ˈsɛt.l/,verb,to move to a new environment and become accustomed to it
1474,shake,/ʃeɪk/,verb,to move something violently back and forth or up and down
1383,shock,/ʃɒk/,noun,sudden bad feeling caused by something unexpected
1476,shoe,/ʃu/,noun,outer covering worn on the foot to protect it usually sold in pairs
1567,shot,/ʃɑt/,verb,"the act of firing a gun, or kicking or throwing a ball at a goal"
1425,sight,/saɪt/,noun,the ability to see
1502,signal,/ˈsɪg.nl/,noun,"An action, change, or process that gives information about something"
1461,skin,/skɪn/,noun,outer layer of an animal's or human's body
1512,slowly,/ˈsloʊ.li/,adv,done in a way that takes a long time
1230,smoke,/smoʊk/,verb,to breathe in through a cigarette and then blow it out
1378,soldier,/ˈsoʊl.dʒər/,noun,person who is in the military
1221,solve,/sɑlv/,verb,to find a way to deal with a problem
1320,somewhere,/ˈsʌmˌwɛər/,adv,at or to an unknown or unnamed place
1241,speaker,/ˈspi.kər/,noun,person who makes a speech before a group
1333,spirit,/ˈspɪr.ɪt/,noun,part of a person that is not physical and believed to be the source of human emotions and character
1332,spring,/sprɪŋ/,noun,time of year when plants start growing after winter
1443,square,/skwɛər/,noun,shape with four sides of equal length sides and four right (90°) angles
1374,stone,/stoʊn/,noun,"hard, solid piece of rock"
1345,strange,/streɪndʒ/,adj,unusual or odd; surprising because unexpected
1263,strength,/strɛŋkθ/,noun,being strong
1545,strongly,/ˈstrɔŋ.li/,adv,in a strong manner; in a very serious way
1483,studio,/ˈstu.diˌoʊ/,noun,"the building or room where art is made, such as paintings, movies, or music"
1586,succeed,/səkˈsid/,verb,to finally achieve something that you were trying to achieve
1284,suggestion,/səgˈdʒɛs.tʃən/,noun,idea about what someone should do
1375,sum,/sʌm/,noun,amount when all is added together; total
1361,sun,/sʌn/,noun,the hot shining star the earth moves around
1218,survive,/sərˈvaɪv/,verb,to continue to live despite illness or trouble
1490,suspect,/səˈspɛkt/,verb,to think that someone may have committed a crime or done something wrong
1391,swim,/swɪm/,verb,to move through water by moving parts of the body
1463,switch,/swɪtʃ/,verb,to change from one thing to another; (n) a thing you move to change from one thing to another
1371,tape,/teɪp/,verb,to stick things together using an adhesive strip
1413,taste,/teɪst/,noun,the particular quality of food or drink that can be sensed by a person's mouth
1599,tea,/ti/,noun,drink made when you put dried leaves in hot water
1470,tear,/tɪər/,"verb, noun",1. (v) to damage something by pulling it apart; 2. (n) drop of salty water from the eye
1458,technical,/ˈtɛk.nɪ.kəl/,adj,of practical use of machines or science in industry
1224,technique,/tɛkˈnik/,noun,way of doing by using special knowledge or skill
1452,temperature,/ˈtɛm.pər.əˌtʃər/,noun,"a measure of how hot or cold something is (e.g., the weather)"
1393,theater,/ˈθi.ə.tər/,noun,place where shows are performed on a stage
1572,theme,/θim/,noun,main subject to discuss or describe
1348,threat,/θrɛt/,noun,warning of probable trouble
1521,threaten,/ˈθrɛt.n/,verb,to say you will harm or hurt someone
1249,ticket,/ˈtɪk.ɪt/,noun,piece of paper that lets you enter or use something
1516,tie,/taɪ/,verb,to join together two ends of string or rope; to join two or more things together with string or rope
1571,till,/tɪl/,conj,until
1331,tire,/ˈtaɪ.ər/,verb,to feel the need to rest after some effort; (n) a rubber covering around a wheel
1414,tonight,/təˈnaɪt/,adv,the time from when the sun goes down on this day to when it comes up the following morning
1227,tool,/tul/,noun,"device used to make things (e.g., a hammer or driver)"
1296,topic,/ˈtɑp.ɪk/,noun,matter people talk or write about
1396,totally,/ˈtoʊt.əl.i/,adv,in a complete way; completely; absolutely
1469,tough,/tʌf/,adj,very difficult to do or deal with
1486,tourist,/ˈtʊər.ɪst/,noun,someone who travels to a place for pleasure
1338,tradition,/trəˈdɪ.ʃən/,noun,"way of thinking, and behaving that was used for a long time"
1225,traffic,/ˈtræf.ɪk/,noun,amount of activity over a communication system
1210,transport,/trænsˈpɔrt/,verb,to carry things from one place to another
1281,trend,/trɛnd/,noun,"general direction of developing, proceeding"
1457,troop,/trup/,noun,group of soldiers; an organized group
1308,twice,/twaɪs/,adv,two times
1536,typical,/ˈtɪp.ɪ.kəl/,adj,normal; usual; expected
1269,unfortunately,/ʌnˈfɔr.tʃə.nɪt.li/,adv,in a way that is to be regretted; unluckily
1279,union,/ˈjun.jən/,noun,organization of people or groups who have a similar interest or particular goal
1594,unique,/juˈnik/,adj,unlike other things; being the only one like it
1385,usual,/ˈju.ʒu.əl/,adj,being the way things occur most of the time
1359,vary,/ˈvɛər.i/,verb,"to be changeable, both up and down"
1408,vehicle,/ˈvi.ɪ.kəl/,noun,machine (such as a car) that is used to carry things
1520,victim,/ˈvɪk.tɪm/,noun,"person who has suffered from a crime, bad situation, or event"
1436,violence,/ˈvaɪ.ə.ləns/,noun,use of physical force to harm someone or damage something
1398,visitor,/ˈvɪz.ɪ.tər/,noun,one who goes to a place to see it (or someone)
1364,volume,/ˈvɑl.jum/,noun,"level of sound produced by an object, such as a radio or television"
1508,wake,/weɪk/,verb,to stop sleeping; to make someone stop sleeping
1368,wash,/wɑʃ/,verb,to clean someone or something with soap and water
1246,waste,/weɪst/,verb,to use valuable things ineffectively
1325,weapon,/ˈwɛp.ən/,noun,something that is used for fighting
1565,wed,/wɛd/,verb,to marry; to get married
1537,west,/wɛst/,noun,the direction where the sun sets; opposite of east
1372,whereas,/wɛərˈæz/,conj,taking into consideration the fact that
1591,wild,/waɪld/,adj,living in nature; not tame
1389,wine,/waɪn/,noun,alcoholic drink made from the juice of grapes
1328,winter,/ˈwɪn.tər/,noun,coldest season of the year
1467,wood,/wʊd/,noun,hard material that trees are made of and is used for building and fuel
1965,abandon,/əˈbæn.dən/,verb,to leave someone or something you are responsible for and not return
1883,abroad,/əˈbrɔd/,adv,in or to a foreign country
1758,absence,/ˈæb.səns/,noun,a time when you are not in a place where you should be
1751,academic,/ˌæk.əˈdɛm.ɪk/,adj,related to education or school; (n) educator who works at a college or university
1903,accommodation,/əˌkɑm.əˈdeɪ.ʃən/,noun,"a place to stay, often a hotel"
1811,accompany,/əˈkʌm.pə.ni/,verb,to go somewhere with someone
1755,accuse,/əˈkjuz/,verb,to say that someone has done something bad or wrong
1747,acknowledge,/ækˈnɑl.ɪdʒ/,verb,to accept that something is true
1941,advertisement,/əd.vər.tɪs.mənt/,noun,"a picture, short film, text, etc., that tells people about a product or service"
1745,advise,/ædˈvaɪz/,verb,to suggest what should be done
1832,aircraft,/ˈɛərˌkræft/,noun,a machine that can fly
1774,alive,/əˈlaɪv/,adj,living; not dead
1641,analyze,/ˈæn.ə.laɪz/,verb,to study carefully to find out the meaning of
1727,ancient,/ˈeɪn.ʃənt/,adj,very old; having lived a very long time ago
1813,angry,/ˈæŋ.gri/,adj,having a strong feeling about something that you dislike very much
1648,anywhere,/ˈɛn.iˌwɛər/,adv,"in, at, or to any place; used in questions, with 'not'"
1788,appoint,/əˈpɔɪnt/,verb,"to officially choose a person for a job, position"
1839,appointment,/əˈpɔɪnt.mənt/,noun,the time you arranged to meet someone or do something
1902,approximately,/əˈprɑk.sə.mɪt.li/,adv,around; nearly; almost; about (a number)
1629,arise,/əˈraɪz/,verb,"to begin, to start to happen"
1944,aside,/əˈsaɪd/,adv,to the side; out of the way; for later use
1739,assistant,/əˈsɪs.tənt/,noun,"a person who helps another, usually as a job"
1855,assumption,/əˈsʌmp.ʃən/,noun,"something you believe to be so, but aren't sure of"
1742,attach,/əˈtætʃ/,verb,to be associated or connected with
1715,attractive,/əˈtræk.tɪv/,adj,"making you like them, as by being good-looking"
1706,ban,/bæn/,verb,to make something illegal or not allowed
1922,beauty,/ˈbju.ti/,noun,quality of being physically or visually attractive
1725,besides,/bəˈsaɪdz/,prep,other than or in addition to
1958,bet,/ˈbɛt/,verb,to make an agreement on the results of an event where the losers give something (usually money) to the winner
1979,bike,/baɪk/,noun,a vehicle with two wheels that a person can ride
1627,blame,/bleɪm/,verb,to say someone is responsible for something bad
1836,bone,/ˈboʊn/,noun,hard pieces of a body that form the frame of an animal
1690,bore,/bɔr/,verb,to make someone not interested in something
1880,borrow,/ˈbɑr.əʊ/,verb,to receive something from someone and later return it
1854,boss,/bɑs/,noun,"a person who manages you, or is in charge of you at work"
1844,bother,/ˈbɑð.ər/,verb,to take the trouble to do something
1614,bottle,/ˈbɑ.təl/,noun,a container with a narrow neck used to hold liquids like water or wine
1819,breakfast,/ˈbrɛk.fəst/,noun,the first meal of the day
1900,breast,/brɛst/,noun,one of the two parts on the front of a woman's body that produce milk when she has a baby
1611,breath,/brɛθ/,noun,air you take in and out of your body
1914,breathe,/brið/,verb,to move air into and out of your lungs
1913,brown,/braʊn/,adj,"of the color of coffee, wood, or chocolate"
1925,calculate,"/ˈkæl.kjʊ,lɛɪt/",verb,to find an answer using mathematics
1964,calm,/kɑm/,adj,relaxed and not worried or angry
1885,capable,/ˈkeɪ.pə.bəl/,adj,able to do something; can do
1658,capture,/ˈkæp.tʃər/,verb,to catch and prevent a person/animal from being free
1637,careful,/ˈkɛər.fəl/,adj,thinking about what you are doing in order to avoid a mistake
1618,cast,/kæst/,verb,"to send, throw, or move something or someone in a direction"
1678,cat,/kæt/,noun,a small animal of the lion and tiger family with four legs and a tail that is kept as a pet
1608,celebrate,/ˈsɛl.əˌbreɪt/,verb,"to observe an event or occasion (e.g., a birthday)"
1662,chairman,/ˈtʃɛər.mən/,noun,a person in charge of a meeting
1741,chart,/tʃɑrt/,noun,drawing showing information in a clear way
1657,chemical,/ˈkɛm.ɪ.kəl/,noun,a basic substance produced by mixing elements
1808,childhood,/ˈtʃaɪld.hʊd/,noun,the time when you are a child
1910,chip,/tʃɪp/,noun,a small piece that was broken or taken off something
1712,circle,/ˈsɜr.kəl/,noun,a perfectly round shape or a group arranged in that shape
1875,classic,/ˈklæs.ɪk/,noun,something popular or famous for a long time and is considered one of the best of its kind
1906,climate,/ˈklaɪ.mɪt/,noun,typical weather conditions in a particular place
1731,closely,/ˈkloʊs.lɪ/,adv,very near in space or time; just next to
1728,coast,/kəʊst/,noun,land near the sea or ocean
1863,coat,/koʊt/,noun,clothing worn outside over your normal clothes
1879,collapse,/kəˈlæps/,verb,to suddenly fall down or break apart
1721,column,/ˈkɑl.əm/,noun,a tall post made of stone or wood used as a support in a building; one of two or more blocks of print that appear next to each other on a page
1945,comfort,/ˈkʌm.fərt/,noun,"state of being relaxed, warm, or happy"
1714,command,/kəˈmɑnd/,verb,to give an order; have control over others
1800,communicate,/kəˈmju.nɪˌkeɪt/,verb,to give and exchange information
1683,compete,/kəmˈpit/,verb,to try to win something such as a race or game
1824,competitive,/kəmˈpɛt.ɪ.tɪv/,adj,wanting to win or to be better than others
1689,complaint,/kəmˈpleɪnt/,noun,saying something is wrong and should be changed
1851,complicate,/ˈkɑm.plɪˌkeɪt/,verb,to make more difficult
1870,concentration,/ˌkɑn.sənˈtreɪ.ʃən/,noun,the ability to direct all your effort and attention on the one thing you are doing and nothing else
1919,confuse,/kənˈfjuz/,verb,to make something unclear or hard to understand
1620,conservative,/kənˈsɜr.və.tɪv/,adj,preferring traditional styles and values
1671,considerable,/kənˈsɪd.ər.ə.bəl/,adj,"large in size, amount, or effect"
1942,consistent,/kənˈsɪs.tənt/,adj,always acting or happening in the same way
1668,constant,/ˈkɑn.stənt/,adj,happening frequently or without pause
1759,construct,/kənˈstrʌkt/,verb,to build or create something
1957,convention,/kənˈvɛn.ʃən/,noun,"a large meeting of the members of a profession, organization, or who have the same interests"
1901,cope,/kəʊp/,verb,to deal successfully with a difficult problem
1830,core,/kɔr/,noun,the central part of a fruit that contains the seeds; the central part of something
1909,corporation,/ˌkɔr.pəˈreɪ.ʃən/,noun,big company or a combination of several companies
1736,county,/ˈkaʊn.ti/,noun,an area within a country or a state with its own local government
1867,crash,/kræʃ/,verb,to hit something hard enough to cause serious damage
1929,creation,/kriˈeɪ.ʃən/,noun,act of making something
1724,criminal,/ˈkrɪm.ə.nl/,adj,related to illegal activity; (n) a person who has done a crime
1953,criteria,/kraɪˈtɪər.i.ə/,noun,details used to make a decision
1778,critic,/ˈkrɪt.ɪk/,noun,"a person whose job is to give opinions about books, movies, or other forms of art"
1956,criticism,/ˈkrɪt.əˌsɪz.əm/,noun,written or spoken remarks about what is bad about someone or something
1986,crop,/krɑp/,noun,"plants grown on a farm for food (e.g., corn or rice)"
1983,crucial,/ˈkru.ʃəl/,adj,extremely important
1632,dad,/dæd/,noun,father
1624,debt,/dɛt/,noun,the sum of money owed to somebody that is not yet paid
1634,declare,/dɪ.ˈklɛər/,verb,to say something in an official or sure way
1886,defeat,/dɪˈfit/,verb,to win against someone in something such as a fight or game
1874,defend,/dɪˈfɛnd/,verb,to protect against an attack
1971,delight,/dɪˈlaɪt/,noun,a strong feeling of great pleasure and happiness
1864,democracy,/dɪˈmɑk.rə.si/,noun,a system of government in which the people of a country can vote to elect who will govern them
1982,derive,/dɪˈraɪv/,verb,to develop or get something from something else
1872,deserve,/dɪˈzɜrv/,verb,to get the appropriate reward or punishment for the way you behaved or something you did
1847,diet,/ˈdaɪ.ət/,verb,the type of food that a person or animal usually eats
1976,differ,/ˈdɪ.fər/,verb,to be not the same as others
1665,disappear,/ˌdɪs.əˈpɪər/,verb,to become impossible to see
1853,disappoint,/ˌdɪs.əˈpɔɪnt/,verb,to not meet the expectations of others or yourself
1852,discipline,/ˈdɪs.ə.plɪn/,noun,the teaching of self-control through instruction and practice
1660,discount,/ˈdɪs.kaʊnt/,noun,an amount of money taken off the usual price of something
1882,dish,/dɪʃ/,noun,a shallow container for cooking or serving food
1829,disk,/dɪsk/,noun,a flat round object
1893,distinguish,/dɪˈstɪŋ.gwɪʃ/,verb,to notice the difference between two or more things or people
1980,distribute,/dɪˈstrɪb.jut/,verb,to hand in or deliver something to people
1765,dozen,/ˈdʌz.ən/,noun,a group of twelve people or things
1809,draft,/dræft/,noun,a piece of writing or plan that is not yet finished
1991,drama,/ˈdrɑ.mə/,noun,a piece of writing that tells a story about a serious subject or an exciting event
1975,dramatic,/drəˈmæt.ɪk/,adj,sudden and extreme
1664,ear,/ɪər/,noun,the part of the head that you hear with
1749,east,/ist/,noun,the direction where the sun rises
1993,educate,/ˈɛdʒ.ʊˌkeɪt/,verb,to teach someone in a school or college
1892,educational,/ˌɛdʒ.ʊˈkeɪ.ʃə.nl/,adj,relating to teaching in a school
1842,effectively,/ɪˈfɛk.tɪv.li/,adv,in a way that produces the result you want
1969,efficient,/ɪˈfɪʃ.ənt/,adj,able to work well without waste
1722,electronic,/ˌɛl.ɛkˈtrɑn.ɪk/,adj,operating by use of electricity; digital
1843,elsewhere,/ˈɛls.wɛər/,adv,in or to another or different place
1891,emergency,/ɪˈmɜr.dʒən.si/,noun,a sudden serious event needing immediate action
1783,emotion,/ɪˈmoʊ.ʃən/,noun,"a feeling such as sadness, anger, or love"
1831,emotional,/ɪˈmoʊ.ʃə.nl/,adj,related to deep feelings
1840,emphasize,/ˈɛm.fəˌsaɪz/,verb,to stress the items that are important
1702,employer,/ɛmˈplɔɪ.ər/,noun,person or firm that pays people to work for them
1607,employment,/ɛmˈplɔɪ.mənt/,noun,having a job; work done for money
1912,encounter,/ɛnˈkaʊn.tər/,verb,"to have or experience something, often unpleasant or difficult"
1787,enemy,/ˈɛn.ə.mi/,noun,someone who wants to harm another
1617,engine,/ˈɛn.dʒən/,noun,a machine that changes energy into motion
1889,enhance,/ɛnˈhæns/,verb,to make something better; to improve
1780,enormous,/ɪˈnɔr.məs/,adj,huge; very big; very large
1655,entry,/ˈɛn.tri/,noun,the act of going into some place
1772,equally,/ˈi.kwə.li/,adv,"in an equal, similar, or identical way"
1771,estate,/ɪˈsteɪt/,noun,land that a person owns
1744,everywhere,/ˈɛv.riˌwɛər/,adv,every place
1966,examination,/ɪgˌzæm.əˈneɪ.ʃən/,noun,"test of your knowledge of, or ability in something"
1908,exception,/ɪkˈsɛp.ʃən/,noun,something not included in or different from a group of things
1915,excuse,/ɪkˈskjuz/,verb,to give a reason to explain why you did something
1996,exhibit,/ɪgˈzɪb.ɪt/,verb,to display or make available for people to see
1803,exhibition,/ˌɛk.səˈbɪʃ.ən/,noun,an event at which an object or group of objects is shown to the public
1835,existence,/ɪgˈzɪs.təns/,noun,"state of being present, alive, or real"
1606,expectation,/ˌɛk.spɛkˈteɪ.ʃən/,noun,a belief or hope that something is going to happen
1628,explanation,/ˌɛk.spləˈneɪ.ʃən/,noun,details or reasons given to make something clear
1773,expose,/ɪkˈspoʊz/,verb,"to show something that is usually hidden, covered, or protected"
1857,extreme,/ɪkˈstrim/,adj,very great in degree
1686,faith,/feɪθ/,noun,a strong belief that someone or something is honest and good
1654,fat,/fæt/,noun,oily part of meat
1995,fault,/fɔlt/,noun,a bad quality or part of someone or something; responsibility for a mistake or bad situation
1656,fellow,/ˈfɛl.oʊ/,noun,someone in the same group or situation; a boy or man
1675,folk,/fəʊk/,adj,ordinary people
1700,formal,/ˈfɔr.məl/,adj,"suitable for serious, official, or important occasions"
1860,forth,/fɔrθ/,adv,"out of a place; forward in time, place, or way"
1856,freeze,/friz/,verb,to become hard because of very cold temperatures
1711,frequently,/ˈfri.kwənt.li/,adv,often; regularly
1640,fruit,/frut/,noun,food that grows on a tree or bush
1605,fuel,/ˈfju.əl/,noun,material used to produce heat or power when burned
1881,fundamental,/ˌfʌn.dəˈmɛn.təl/,adj,relating to the most important parts of something
1754,furthermore,/ˈfɜr.ðərˌmɔr/,adv,in addition to what has been said
1767,gap,/ɡæp/,noun,a space between two things
1948,gene,/dʒin/,noun,part of a cell that controls the development and appearance of a living thing
1990,gentleman,/ˈdʒɛn.tl.mən/,noun,a man who has good manners and is considerate
1977,grateful,/ˈgreɪt.fəl/,adj,feeling or showing thanks; thankful
1849,gray,/greɪ/,adj,color between black and white
1677,guard,/gɑrd/,verb,"to keep watch over something to protect it e.g., a bank"
1828,habit,/ˈhæb.ɪt/,noun,the usual way of behaving; something often repeated
1750,hat,/hæt/,noun,something people wear to cover their heads for fashion or protection
1743,hell,/hɛl/,noun,any place of pain and suffering
1713,helpful,/ˈhɛlp.fəl/,adj,doing things that help someone
1826,hi,/ˈhaɪ̯/,intj,what you say when you meet someone; hello
1904,highlight,/ˈhaɪˌlaɪt/,noun,the best or most interesting part of something
1670,hill,/hɪl/,noun,an area of land that is higher than the land around it but smaller than a mountain
1625,honor,/ˈɑn.ər/,noun,respect given to someone who is admired
1746,household,/ˈhaʊsˌhoʊld/,noun,all the people who live in a house; a family
1998,hunt,/hʌnt/,verb,to search for wild animals to kill for food or sport
1674,ideal,/aɪˈdi.əl/,adj,perfect; most suitable; best possible
1729,ill,/ɪl/,adj,not well; sick
1938,illness,/ˈɪl.nəs/,noun,unhealthy condition of the mind or body
1817,illustrate,/ˈɪl.əˌstreɪt/,verb,"to explain with examples, to make it easier to understand"
1806,immediate,/ɪˈmi.di.ɪt/,adj,done without delay; straight away
1740,implement,/ˈɪm.pləˌmɛnt/,verb,to start and carry out a plan or government policy; (n) tool
1871,implication,/ˌɪm.pləˈkeɪ.ʃən/,noun,possible effects or results from an action or event
1818,imply,/ɪmˈplaɪ/,verb,"to suggest something, without saying it directly"
1613,import,/ɪmˈpɔrt/,verb,to bring items or goods from one country into another
1723,impose,/ɪmˈpoʊz/,verb,"to make someone to do, believe, or accept something"
1717,impression,/ɪmˈprɛʃ.ən/,noun,effect or feeling resulting from an experience
1807,incident,/ˈɪn.sɪ.dənt/,noun,"something that happens, especially if it is bad or unusual"
1612,increasingly,/ɪnˈkri.sɪŋ.li/,adv,more and more; in greater degree or amount
1709,index,/ˈɪn.dɛks/,noun,a written or printed list of topics or words in a particular order
1845,initiative,/ɪˈnɪʃ.ə.tɪv/,noun,ability to decide or act upon things yourself without depending on someone else
1801,injury,/ˈɪn.dʒə.ri/,noun,physical or emotional harm or damage that a person experiences
1924,install,/ɪnˈstɔl/,verb,to set up a piece of equipment so that it is ready to use
1672,instruction,/ɪnˈstrʌk.ʃən/,noun,information about how to do or use something
1955,integrate,/ˈɪn.tɪˌgreɪt/,verb,to combine together; make into one thing
1981,intellectual,/ˌɪn.tlˈɛk.tʃu.əl/,noun,of or relating to the ability to think in a logical way and understand complicated ideas and subjects
1673,intelligence,/ɪnˈtɛl.ɪ.dʒəns/,noun,"ability to learn, think about, and understand things"
1764,intention,/ɪnˈtɛn.ʃən/,noun,"plan, aim, or purpose"
1877,interaction,/ˌɪn.tərˈæk.ʃən/,noun,process of two or more people or things affecting each other
1989,interpretation,/ɪnˌtɜr.prɪˈteɪ.ʃən/,noun,an explanation or opinion of the meaning of something
1682,joint,/dʒɔɪnt/,noun,1. (n.) place where two things meet; 2. (adj.) done together
1719,joke,/dʒəʊk/,verb,to say or do things that are meant to be funny
1939,journalist,/ˈdʒɜr.nl.ɪst/,noun,"a person who writes news reports for newspapers, magazines, television, or radio"
1621,journey,/ˈdʒɜr.ni/,noun,traveling from one place to another; trip
1696,justice,/ˈdʒʌs.tɪs/,noun,"quality of being fair, equal, or just"
1730,kick,/kɪk/,verb,to hit someone or something using your foot
1876,king,/kiŋ/,noun,the male ruler of a country that has a royal family
1680,kiss,/kɪs/,verb,to put your lips against another's to show love
1814,knock,/nɑk/,verb,to hit something to get people's attention
1822,lake,/leɪk/,noun,a large area of water surrounded by land
1992,landscape,/ˈlændˌskeɪp/,noun,a large area of countryside or land that has a particular quality or appearance
1704,latter,/ˈlæt.ər/,adj,the second or last mentioned thing
1974,lean,/lin/,verb,to bend or move someone's body in a particular direction; (adj) very little fat
1735,legislation,/ˌlɛdʒ.ɪsˈleɪ.ʃən/,noun,act or process of writing and passing laws
1821,liberal,/ˈlɪb.ər.əl/,adj,open to new ideas; believing government should actively support social needs
